2.5500   1.0000   0.9971   0.9946   0.9924   0.9909   0.9902   0.9905   0.9918   0.9937   0.9959   0.9986   1.0002   1.0015   1.0024   1.0029   1.0030
2.6000   1.0000   0.9972   0.9948   0.9927   0.9912   0.9907   0.9911   0.9926   0.9946   0.9970   0.9998   1.0016   1.0029   1.0038   1.0044   1.0045
2.6500   1.0000   0.9973   0.9950   0.9930   0.9916   0.9912   0.9918   0.9934   0.9956   0.9981   1.0011   1.0029   1.0043   1.0053   1.0058   1.0060
2.7000   1.0000   0.9974   0.9953   0.9933   0.9920   0.9917   0.9924   0.9942   0.9967   0.9993   1.0024   1.0043   1.0058   1.0068   1.0073   1.0074
2.7500   1.0000   0.9975   0.9955   0.9936   0.9924   0.9922   0.9931   0.9951   0.9977   1.0004   1.0036   1.0056   1.0072   1.0082   1.0088   1.0089
2.8000   1.0000   0.9977   0.9958   0.9940   0.9927   0.9927   0.9937   0.9959   0.9987   1.0016   1.0049   1.0069   1.0085   1.0096   1.0102   1.0103
2.8500   1.0000   0.9978   0.9960   0.9943   0.9931   0.9932   0.9944   0.9967   0.9997   1.0027   1.0061   1.0082   1.0099   1.0110   1.0116   1.0117
2.9000   1.0000   0.9979   0.9962   0.9946   0.9935   0.9936   0.9950   0.9975   1.0007   1.0037   1.0072   1.0095   1.0112   1.0123   1.0129   1.0130
2.9500   1.0000   0.9980   0.9965   0.9949   0.9939   0.9941   0.9956   0.9983   1.0016   1.0048   1.0083   1.0106   1.0124   1.0136   1.0142   1.0142
3.0000   1.0000   0.9981   0.9967   0.9951   0.9942   0.9945   0.9961   0.9990   1.0024   1.0058   1.0094   1.0118   1.0136   1.0148   1.0154   1.0154



