Measurement			
2			
Q2			
1.8			
W			
1.25			
Ps			
300			
Bin	F2n*Pp	StErr	SysErr
0.225	0.017418	0.000365	0.002301
0.275	0.019011	0.000361	0.002512
0.325	0.019491	0.000339	0.002576
0.375	0.020988	0.000332	0.002773
0.425	0.022822	0.000343	0.003016
0.475	0.02582	0.000375	0.003412
0.525	0.026424	0.0004	0.003492
0.575	0.03018	0.000459	0.003988
0.625	0.033556	0.000513	0.004434
0.675	0.036714	0.000595	0.004852
End			
Measurement			
50			
Q2			
1.8			
W			
1.25			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000003
-0.925	0	0	0.000007
-0.875	0	0	0.000012
-0.825	0	0	0.000018
-0.775	-0.000016	0.000079	0.000025
-0.725	0.0001	0.000058	0.000033
-0.675	0.000247	0.000093	0.000046
-0.625	0.000233	0.000078	0.000052
-0.575	0.000545	0.000116	0.000087
-0.525	0.000386	0.000104	0.000075
-0.475	0.000426	0.000092	0.000085
-0.425	0.000436	0.000098	0.000093
-0.375	0.000524	0.00011	0.000106
-0.325	0.000738	0.000126	0.000129
-0.275	0.000755	0.000134	0.000136
-0.225	0.001211	0.000158	0.000214
-0.175	0.000882	0.000135	0.00016
-0.125	0.001239	0.000159	0.000224
-0.075	0.001206	0.000161	0.000216
-0.025	0.002159	0.000214	0.000382
0.025	0.002225	0.000235	0.000389
0.075	0.002874	0.00027	0.000497
0.125	0.003531	0.000336	0.000603
0.175	0.003313	0.000328	0.000557
0.225	0.003638	0.000394	0.0006
0.275	0.00543	0.00054	0.000913
0.325	0.006912	0.000642	0.001162
0.375	0.006324	0.000609	0.001063
0.425	0.008271	0.000782	0.001391
0.475	0.008065	0.000738	0.001356
0.525	0.010298	0.000957	0.001732
0.575	0.009576	0.000868	0.00161
0.625	0.009482	0.000912	0.001594
0.675	0.012076	0.001241	0.00203
End			
Measurement			
51			
Q2			
1.8			
W			
1.5			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000004
-0.925	0	0	0.000008
-0.875	0	0	0.000014
-0.825	0	0	0.000021
-0.775	0	0	0.000029
-0.725	0.000247	0.000103	0.00004
-0.675	0.000176	0.000051	0.000048
-0.625	0.00037	0.000069	0.00006
-0.575	0.000271	0.000058	0.000068
-0.525	0.000282	0.000059	0.000078
-0.475	0.000332	0.000065	0.000087
-0.425	0.000433	0.000075	0.000098
-0.375	0.00069	0.000101	0.00011
-0.325	0.000794	0.000113	0.000121
-0.275	0.000879	0.000105	0.000131
-0.225	0.001256	0.000131	0.000179
-0.175	0.00122	0.000121	0.000173
-0.125	0.001388	0.00012	0.000197
-0.075	0.001701	0.000148	0.000241
-0.025	0.002092	0.000154	0.000299
0.025	0.002473	0.000167	0.00036
0.075	0.002926	0.000192	0.000429
0.125	0.003318	0.000191	0.000484
0.175	0.00359	0.00022	0.00052
0.225	0.004555	0.000282	0.000655
0.275	0.005205	0.000315	0.000754
0.325	0.005025	0.000328	0.000728
0.375	0.007076	0.000437	0.001026
0.425	0.008308	0.000512	0.001204
0.475	0.009607	0.000596	0.001392
0.525	0.009045	0.000568	0.001311
0.575	0.010123	0.000603	0.001467
0.625	0.010717	0.000711	0.001553
0.675	0.010816	0.000737	0.001568
End			
Measurement			
52			
Q2			
1.8			
W			
1.73			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000006
-0.925	0	0	0.000013
-0.875	0	0	0.000022
-0.825	0	0	0.000034
-0.775	0	0	0.000046
-0.725	0	0	0.000061
-0.675	0.000424	0.000128	0.000082
-0.625	0.000307	0.000078	0.000093
-0.575	0.000439	0.000075	0.000109
-0.525	0.000723	0.000086	0.000127
-0.475	0.000774	0.000089	0.000141
-0.425	0.000789	0.000084	0.000155
-0.375	0.001229	0.000103	0.000172
-0.325	0.001061	0.000105	0.000184
-0.275	0.001249	0.000124	0.000198
-0.225	0.002005	0.000155	0.000268
-0.175	0.001978	0.000154	0.000265
-0.125	0.002087	0.000165	0.00028
-0.075	0.002539	0.000183	0.000341
-0.025	0.003322	0.000216	0.000447
0.025	0.003834	0.000217	0.000517
0.075	0.004718	0.000228	0.000637
0.125	0.005751	0.00025	0.000776
0.175	0.006862	0.000274	0.000924
0.225	0.007354	0.000286	0.000985
0.275	0.0091	0.00035	0.001225
0.325	0.010748	0.000401	0.001447
0.375	0.011675	0.000463	0.001571
0.425	0.012559	0.000525	0.00169
0.475	0.013589	0.000585	0.001829
0.525	0.016799	0.00068	0.002261
0.575	0.017828	0.000741	0.0024
0.625	0.017085	0.000723	0.0023
0.675	0.018619	0.000823	0.002506
End			
Measurement			
53			
Q2			
1.8			
W			
2.02			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000008
-0.925	0	0	0.000015
-0.875	0	0	0.000027
-0.825	0	0	0.000042
-0.775	0	0	0.000057
-0.725	0	0	0.000074
-0.675	0	0	0.000093
-0.625	0	0	0.000111
-0.575	0.000482	0.000185	0.000135
-0.525	0.000764	0.000142	0.00016
-0.475	0.001173	0.000144	0.000181
-0.425	0.001288	0.00012	0.000195
-0.375	0.001472	0.000104	0.000212
-0.325	0.001937	0.00011	0.00026
-0.275	0.001879	0.000107	0.00025
-0.225	0.002404	0.000117	0.000317
-0.175	0.002704	0.000118	0.000355
-0.125	0.003147	0.000125	0.000411
-0.075	0.003848	0.000147	0.000502
-0.025	0.004678	0.000176	0.000609
0.025	0.005248	0.000189	0.000683
0.075	0.005913	0.000209	0.000769
0.125	0.007561	0.000242	0.000984
0.175	0.00848	0.000255	0.001103
0.225	0.009387	0.000271	0.001221
0.275	0.01127	0.000296	0.001466
0.325	0.01264	0.000334	0.001644
0.375	0.015557	0.000407	0.002024
0.425	0.016736	0.000446	0.002177
0.475	0.018361	0.000495	0.002388
0.525	0.020404	0.000526	0.002654
0.575	0.023925	0.000596	0.003112
0.625	0.026387	0.000656	0.003433
0.675	0.029816	0.000747	0.003879
End			
Measurement			
54			
Q2			
1.8			
W			
2.4			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000009
-0.925	0	0	0.000019
-0.875	0	0	0.000033
-0.825	0	0	0.00005
-0.775	0	0	0.000068
-0.725	0	0	0.00009
-0.675	0	0	0.000112
-0.625	0	0	0.000134
-0.575	0	0	0.000156
-0.525	0	0	0.00018
-0.475	0	0	0.000202
-0.425	0	0	0.000224
-0.375	0.007281	0.003256	0.001021
-0.325	0.002045	0.000469	0.000288
-0.275	0.002586	0.000356	0.000358
-0.225	0.003182	0.000295	0.000436
-0.175	0.003334	0.000213	0.000453
-0.125	0.004313	0.000197	0.000582
-0.075	0.004955	0.000175	0.000663
-0.025	0.005898	0.000177	0.000787
0.025	0.007389	0.000181	0.00099
0.075	0.009466	0.000188	0.001272
0.125	0.010957	0.000192	0.001475
0.175	0.012742	0.0002	0.001718
0.225	0.015648	0.000217	0.002114
0.275	0.019363	0.000232	0.002618
0.325	0.023557	0.000249	0.003185
0.375	0.030723	0.000282	0.004154
0.425	0.04569	0.00035	0.006177
0.475	0.086675	0.000515	0.011718
0.525	0.214391	0.000933	0.028985
0.575	0.452797	0.001506	0.061216
0.625	0.708	0.002188	0.095719
0.675	0.215137	0.001629	0.029086
End			
Measurement			
56			
Q2			
2.8			
W			
1.25			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000002
-0.925	0	0	0.000003
-0.875	0	0	0.000006
-0.825	0	0	0.000009
-0.775	0.000248	0.000248	0.000047
-0.725	0.000161	0.000114	0.00003
-0.675	0.000106	0.000053	0.000025
-0.625	0.000135	0.000055	0.000031
-0.575	0.000191	0.000055	0.000039
-0.525	0.00018	0.000052	0.000041
-0.475	0.000229	0.000054	0.000049
-0.425	0.000163	0.000052	0.000046
-0.375	0.000319	0.000062	0.000058
-0.325	0.000343	0.000061	0.000062
-0.275	0.000373	0.000065	0.000068
-0.225	0.000509	0.000078	0.00009
-0.175	0.000527	0.000073	0.000093
-0.125	0.00062	0.000081	0.00011
-0.075	0.000735	0.000086	0.000131
-0.025	0.000918	0.000093	0.000164
0.025	0.000885	0.000086	0.000158
0.075	0.001239	0.000102	0.00022
0.125	0.001709	0.000123	0.000298
0.175	0.001826	0.00013	0.000316
0.225	0.002335	0.000159	0.000405
0.275	0.00252	0.000171	0.000438
0.325	0.00274	0.000182	0.000477
0.375	0.003108	0.000206	0.000541
0.425	0.00313	0.000216	0.000544
0.475	0.003711	0.000244	0.000645
0.525	0.004093	0.000256	0.000712
0.575	0.003946	0.000259	0.000686
0.625	0.003426	0.000236	0.000596
0.675	0.003808	0.000267	0.000662
End			
Measurement			
57			
Q2			
2.8			
W			
1.5			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000002
-0.925	0	0	0.000004
-0.875	0	0	0.000008
-0.825	0	0	0.000012
-0.775	0	0	0.000016
-0.725	0	0	0.000021
-0.675	0	0	0.000026
-0.625	0.000179	0.000073	0.000034
-0.575	0.000142	0.00005	0.000038
-0.525	0.000161	0.000048	0.000043
-0.475	0.000324	0.000064	0.000051
-0.425	0.000282	0.000049	0.000054
-0.375	0.000304	0.000049	0.000059
-0.325	0.000453	0.000057	0.000068
-0.275	0.000474	0.00006	0.000073
-0.225	0.000595	0.000066	0.000086
-0.175	0.000629	0.000062	0.00009
-0.125	0.000796	0.000069	0.000115
-0.075	0.000903	0.000073	0.00013
-0.025	0.001192	0.000084	0.000172
0.025	0.001271	0.000084	0.000183
0.075	0.001502	0.00009	0.000216
0.125	0.001657	0.000092	0.000239
0.175	0.002036	0.000101	0.000294
0.225	0.002639	0.000125	0.00038
0.275	0.003144	0.000145	0.000454
0.325	0.003736	0.000163	0.00054
0.375	0.003841	0.000179	0.000555
0.425	0.004056	0.00019	0.000586
0.475	0.004073	0.000192	0.000589
0.525	0.004466	0.000211	0.000645
0.575	0.004422	0.000215	0.000639
0.625	0.003904	0.000201	0.000564
0.675	0.003683	0.000201	0.000532
End			
Measurement			
58			
Q2			
2.8			
W			
1.73			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000004
-0.925	0	0	0.000007
-0.875	0	0	0.000013
-0.825	0	0	0.00002
-0.775	0	0	0.000027
-0.725	0	0	0.000036
-0.675	0	0	0.000045
-0.625	0	0	0.000054
-0.575	0.000398	0.000281	0.000069
-0.525	0.000288	0.00013	0.000075
-0.475	0.000299	0.000092	0.000084
-0.425	0.000413	0.000085	0.000095
-0.375	0.000471	0.000076	0.000102
-0.325	0.000763	0.000086	0.000114
-0.275	0.000887	0.000093	0.000122
-0.225	0.000893	0.000088	0.000128
-0.175	0.001089	0.000083	0.000148
-0.125	0.001317	0.000092	0.000178
-0.075	0.001691	0.000105	0.000229
-0.025	0.001772	0.000105	0.000241
0.025	0.002435	0.000121	0.000331
0.075	0.002877	0.000129	0.000393
0.125	0.002999	0.000131	0.000411
0.175	0.003816	0.000144	0.000523
0.225	0.004435	0.000152	0.000605
0.275	0.00529	0.000177	0.000724
0.325	0.006219	0.000207	0.000852
0.375	0.006938	0.00023	0.00095
0.425	0.007342	0.000253	0.001005
0.475	0.007937	0.000274	0.001087
0.525	0.008031	0.00028	0.0011
0.575	0.008188	0.000287	0.001121
0.625	0.007786	0.000289	0.001066
0.675	0.008333	0.000313	0.001141
End			
Measurement			
59			
Q2			
2.8			
W			
2.02			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000005
-0.925	0	0	0.00001
-0.875	0	0	0.000018
-0.825	0	0	0.000028
-0.775	0	0	0.000038
-0.725	0	0	0.00005
-0.675	0	0	0.000063
-0.625	0	0	0.000075
-0.575	0	0	0.000088
-0.525	0	0	0.000101
-0.475	0	0	0.000113
-0.425	0.000578	0.000413	0.000133
-0.375	0.000354	0.000164	0.00014
-0.325	0.000763	0.000154	0.000161
-0.275	0.001234	0.00016	0.000173
-0.225	0.001417	0.000136	0.000191
-0.175	0.001951	0.000137	0.000259
-0.125	0.002067	0.000114	0.000272
-0.075	0.002382	0.000114	0.000312
-0.025	0.003074	0.000123	0.000402
0.025	0.003417	0.000121	0.000446
0.075	0.004172	0.00013	0.000543
0.125	0.005059	0.000141	0.000659
0.175	0.005892	0.000147	0.000767
0.225	0.006495	0.000151	0.000845
0.275	0.007853	0.000168	0.001022
0.325	0.008363	0.00018	0.001088
0.375	0.009502	0.00021	0.001237
0.425	0.010786	0.000247	0.001404
0.475	0.011316	0.000264	0.001473
0.525	0.011853	0.000286	0.001543
0.575	0.012987	0.000308	0.00169
0.625	0.014326	0.000338	0.001864
0.675	0.01526	0.000369	0.001986
End			
Measurement			
60			
Q2			
2.8			
W			
2.4			
Ps			
560			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000007
-0.925	0	0	0.000014
-0.875	0	0	0.000025
-0.825	0	0	0.000038
-0.775	0	0	0.000052
-0.725	0	0	0.000068
-0.675	0	0	0.000085
-0.625	0	0	0.000101
-0.575	0	0	0.000119
-0.525	0	0	0.000137
-0.475	0	0	0.000153
-0.425	0	0	0.00017
-0.375	0	0	0.000186
-0.325	0	0	0.000203
-0.275	0	0	0.000218
-0.225	0	0	0.000233
-0.175	0.003239	0.001619	0.000431
-0.125	0.005355	0.000962	0.000713
-0.075	0.003553	0.000453	0.000474
-0.025	0.004395	0.000338	0.000585
0.025	0.004744	0.000261	0.000629
0.075	0.006102	0.00024	0.000806
0.125	0.007766	0.000235	0.001023
0.175	0.009381	0.000227	0.001236
0.225	0.011033	0.000228	0.00146
0.275	0.012688	0.00022	0.001682
0.325	0.014774	0.00022	0.001959
0.375	0.017204	0.000226	0.002281
0.425	0.02055	0.000254	0.002725
0.475	0.025064	0.000295	0.003323
0.525	0.030349	0.000351	0.004024
0.575	0.03861	0.000421	0.005119
0.625	0.049731	0.000512	0.006594
0.675	0.040825	0.000545	0.005413
End			
